"login";"name";"email";"codeChurn";"codeChurnClientFiles";"commits";"commitsClientFiles";"commitsImportLibrary";"imports";"daysBetweenImports";"daysSinceLastImport";"daysSinceFirstImport";"avgDaysCommitsClientFiles";"avgDaysCommitsImportLibrary";"projects";"projectsImport";"survey"
"e6ac24188a86afb5d67b6dae6e792469";"A . ";"41931f34895dea9c47c02ddf0c9238f3";5924;5504;147;116;6;11;205;304;510;4.13793103448276;84.6666666666667;1;1;3
"bccdec6edcebcef7d682f7783c1af25b";"A. N . ";"b60aa8e5bafe898f3390e505783d0c83";22;22;1;1;1;2;0;331;331;331;331;1;1;4
"0dac6cc1053cc1b1fdd7cacde458ed10";"A. V . ";"0e469dc907af409a5f3d6cb6b282a415";6;6;3;3;0;0;;;;90;;1;0;3
"efd21d3cf9bd3d9f5a51a7e5242514c3";"A. L . ";"ce5de8c1c3c64d864f0c01754f575c38";21;21;1;1;0;0;;;;657;;1;0;3
"c5aeb6d5977be5e9b21121d60b9614bf";"A . ";"caea4f337161074ebd92d5214d6ec3af";6340;5067;53;33;11;70;835;25;861;25.8484848484848;77.8181818181818;5;4;4
"175b83e6ec8704de2912c851c1a75a56";"A. V . ";"3ccfc3fefb888e06ea81b4ff02b399c9";2;2;1;1;0;0;;;;1109;;1;0;4
"8ef6d40021fc7b4b8b466a4028f6ebcb";"M. B . ";"60e6a38ca0eda581aeaa86119f3b2e08";44728;6382;358;80;11;25;209;163;373;8.425;33.2727272727273;36;7;4
"509764b483bf84c33881d34b011d2421";"A. B . ";"676addadcb8b15cdfe8da34cf1159b9e";6;6;1;1;0;0;;;;500;;1;0;3
"d7015b19208f28fd9409f32d355b9779";"A . ";"01f3536f24250da88e90420ff5ae8625";18593;1029;9;8;5;22;1213;77;1291;161.125;258;3;2;5
"e2ca5b243a6dc90b65f3d9392373ca7f";"A. S . ";"e5487425f9a3bf1399c285552e1bac74";24364;16118;12;6;3;1008;0;37;38;80.8333333333333;12.3333333333333;7;2;4
"37054059c5c5ef273c33a227abc05dbc";"A. B . ";"eafda8cf2944ea08c11bee4612802834";5217;4300;96;74;33;62;315;708;1023;13.6351351351351;30.7575757575758;7;2;5
"f6bfcde32a43adc27a71f8b286a6e330";"A . ";"a6433205a3eb9f458dcbd27d3ac2fa83";109044;26358;36;21;9;70;907;293;1200;56.9047619047619;133.111111111111;8;5;4
"a81558848857bb232a57bacc535df756";"P . ";"88ba1687e888bb36760033f22df66d17";52;46;2;2;0;0;;;;250;;1;0;5
"a29a6c6ccd2eef56eb627d365a8050bd";"A. T . ";"a701b1aa702ac4c818817f2266bc3f62";241;145;9;4;3;3;11;209;221;55;73;2;1;3
"07005c8424e7c11ae6782467e2b64eea";"A . ";"f66bb964a7d3fde2e69c3581e60f9602";1805432;374263;484;210;53;2506;787;28;815;3.64761904761905;14.9811320754717;12;11;5
"4e7831f85c02bf78a8408f255438ea5f";"B . ";"b93d5cacc5733eca61e20a7de1e3db22";12;12;1;1;0;0;;;;706;;1;0;4
"ad868f685362729fb51848d3e3199842";"B. K . ";"3468f819ff0e9a8ee70ce7056c18fddb";12;8;2;2;0;0;;;;216;;1;0;4
"b8cec1bbd2661386d0f0b7e827e281b3";"B . ";"849df914b091785028ca96a4888f0ff0";10;10;5;1;0;0;;;;194;;3;0;4
"12851f52518f2cbb62eccb2710736cfa";"A . ";"47d27ff6fd755687d47100a9eeff73f0";211230;70171;132;67;38;178;871;41;913;13.4029850746269;23.7105263157895;17;14;4
"88789f3afb4399a8445b85cc3ac0d82b";"W. B . ";"ec554132756c50ab4290be694341ecfc";3278;1550;24;15;9;28;32;7;40;2.33333333333333;4.11111111111111;4;3;4
"a2dbab86c8081a8d58aa3d763c374927";"B. C . ";"a246c7eacf73a2f92a960d967a33b889";602;416;11;9;2;2;0;665;665;73.6666666666667;332.5;1;1;3
"a3f817a51ab50ddd19e40332237bb699";"B. K . ";"f9b812d460d8f5f36fd7caa4b574e3c3";2;2;1;1;0;0;;;;280;;1;0;4
"7c6beeedfe081674478d919f6fb4e27a";"B . ";"213cd1cc1a71ffa990d699a3aac32909";5192;1744;14;8;8;24;2;248;250;31;31;1;1;3
"4869bd56c780a00f0b753675520d4b49";"B. B . ";"a6398e82a5707fca395322528299de99";300;300;9;7;2;2;0;435;435;62;217.5;2;1;4
"d7b981fe0b82e27d3838215b57689882";"B. S . ";"adad8607ef0c4dd41ecaf176859c75c2";13636;3265;94;29;8;49;117;301;419;14.2413793103448;52;4;4;3
"b63ad8bc88ba2d6c14946895f4a6e675";"B. G . ";"eb33c4a3ff9baff89764229cc3c2dccb";203;105;2;1;1;1;0;641;641;641;641;2;1;4
"5f1f8ef503f88e4b07defd742dfd161f";"P. S . ";"c74c15ba14b1096d4e42900ddd2dacd0";430;103;6;1;1;4;0;912;912;912;912;1;1;4
"baf6c4247d2c01eb0b092e36b59a634a";"C. D . ";"5bdff153ace7946ff926331473a72bf1";1151;18;10;1;0;0;;;;336;;2;0;5
"ec871cdf29d5a2e8b8a3da5130691731";"K. S . ";"f1e49c67e8bc998a0aeec8f841a24943";734;640;44;25;1;1;0;684;684;27.44;684;1;1;2
"f80fefb91ef18caa48531a4ca3369f03";"C. M . ";"28de146e83411abd0cab1518333bf0c3";34;34;6;4;0;0;;;;256;;1;0;3
"607c1b342820e8f580c7b70227007f4d";"3 . ";"69067b329eabafea1a4098f1a7dad80f";26412;17950;345;153;38;81;305;224;529;3.16339869281046;13.5263157894737;9;8;4
"6cfa7351e4abfbf9fdb9a1e03f4ffb3b";"C. W . ";"ba581e9cf29a9ac4511c8bcc6a4f7c45";835;412;11;6;2;4;25;376;402;66.5;200.5;2;2;1
"ab5d8b159fa913ef2a51760665049062";"M. F . ";"af424ecfb5f0afac0e874a30db518723";50025;26598;63;27;14;107;692;556;1248;46;88.7857142857143;6;4;2
"0bb658a3cec10dd4128f83b8a3b48db8";"N . ";"0b818e675b68397d90a5590c3e22fd87";160;160;2;2;0;0;;;;340.5;;1;0;4
"a2cd180ce1d2e2c2874d50ddd8311f2e";"C. M . ";"cb3b848499a1af94c943faa4f7e7364a";9;9;3;1;0;0;;;;676;;1;0;5
"3f369bdc31cefe5f959f8a3386eea1b4";"C. B . ";"ab82c8e5e94cb276976a6e6192022d54";4;4;4;1;0;0;;;;390;;1;0;1
"ae3b16a096890725acc6a453551c0b32";"D. B . ";"a21bdcdfb45b792f9b00c9e2ffbb3344";598;598;4;4;0;0;;;;158;;2;0;4
"5be198ee35eb01be88ce49504b8ee4ee";"C. V. B . ";"c1858d695adb82814536d6d92af96e0e";63;63;6;5;0;0;;;;66.4;;1;0;5
"6c70d46f56c60ca5f88416bfd5d6e2af";"D. H . ";"9449dfdcff548b2cf5299ee6d03c37cf";1893;674;56;24;4;7;687;90;777;31.9583333333333;193.75;4;3;4
"12921370576b41a859bda2fa1b21b399";"D . ";"93aada5efddd42b4061ec300079a0d8d";16;16;2;2;0;0;;;;222.5;;1;0;3
"7b7a70083ba71cd2cc72cac06d630a40";"D. X . ";"9779cc35dbe33eba14ba654e9be93b6a";373;224;6;2;1;5;0;565;565;282.5;565;3;1;3
"01297e009589d9d6b100bca8b98d6797";"J. D. H . ";"0e61aca1be6f85262dbf5b262c043632";37;37;3;3;0;0;;;;143.666666666667;;1;0;4
"0d7ef8f785e789d4c515e0415fd17f1b";"F. T . ";"398aad0e0e78f0db97a937fa6cb5ebea";107;28;8;4;0;0;;;;170.5;;3;0;1
"d2f1f8a96f552bf876eb6546fa1cce1c";"I . ";"2f6371eea08e97a2fb09a93256130295";72;62;3;3;0;0;;;;307;;2;0;5
"9fa0bd5f0ec394ac2b9ba15e8fa738d6";"D . ";"8abfbca7a580c54e4fab78c8db41f0be";7;7;1;1;0;0;;;;920;;1;0;3
"570a889be82e71e02e2e256fefa34511";"A. B . ";"bfcdb08f67fc6cff24a402968cac8ed6";3;3;1;1;0;0;;;;854;;1;0;3
"cb47a49d1ced862854612150efcbbabc";"H. C . ";"20a537f04ee1ca86dd8f5b78d84cb712";23;23;1;1;0;0;;;;550;;1;0;3
"40ffab8d41b52d82d5456876f02925ad";"E. L . ";"6d19682e5ffa1779eb68eaa6528451b4";8;8;1;1;0;0;;;;201;;1;0;1
"ca75c56d18fb2193b792922a8b71f2ba";"E . ";"66b77f5bc499fb9bec78d9657a6753e8";5;5;1;1;0;0;;;;370;;1;0;1
"0ab529b3fe06b0a1e9c7ecff0e126274";"E. S . ";"0a096e10a2604f0a5994936e6ece8efa";111;88;3;3;0;0;;;;82.6666666666667;;3;0;3
"3329964208637a56c8f5b5eef542ec6e";"E. V . ";"8b3482cd83cd8170d9bbbb711062dcc3";115;115;2;2;0;0;;;;132;;2;0;4
"d7c6faa7b351e75b24937523bcc387fb";"E . ";"c467be2c8057ee9a73735ee2bd269504";19067;8991;234;89;18;69;678;313;992;10.7415730337079;54.6666666666667;1;1;3
"f11b2ceb84c8444815d952745d18223d";"E. L . ";"28d4e3a479c36c453449c1eede40c010";22309;13270;231;118;6;12;37;647;684;5.61864406779661;113.833333333333;1;1;3
"15e685ff226993aed6ab45165a34a3e9";"V . ";"c0a3c68ec75204ad43e2ad160de12ceb";2423;1367;68;22;13;50;436;73;509;22.8181818181818;38.8461538461538;9;5;4
"10e6250fa06e41e1b010d5c085902b26";"F . ";"89e971a8198f0b43f313ca74d712cca0";17396;12059;198;159;50;159;436;236;672;3.9937106918239;13;6;6;4
"173ef69504a560b7772e2ae1f6a3ee9b";"F . ";"7490a4a6affe682dfbfa5961f01b1999";4;4;1;1;0;0;;;;199;;1;0;3
"612d9c766ffec120ea50a57309e27a3a";"F. V . ";"52648ca9bee250edf351385c1e87416c";172420;7287;152;73;27;108;721;5;726;9.68493150684932;26.4814814814815;17;11;4
"e2d1366664018ef49b612dea2a7bc95a";"N. L . ";"1a8800ef54e44fc65fd8ab3dcaa52268";36558;30129;51;36;13;278;15;56;72;8.52777777777778;5.23076923076923;7;5;4
"f8de21688c9755ad06deee2250bc4eca";"L. L . ";"1f6841ea571109e4490062cbbcc1b3a8";136;32;3;2;0;0;;;;159;;1;0;5
"c7d499c7d107535fd221868731785d40";"F . ";"a23dbc0fd6091a735eca2caf0940de49";394;263;37;5;2;4;1;277;278;65.6;139;1;1;4
"4e41e08537342d4ba6ae3f9fd15e6020";"F . ";"747eff571362e61d9a6acd66dd45f27f";533;321;17;7;1;5;0;362;362;168.571428571429;362;9;1;3
"015f5b3295d8bdd87daf2c40e4579c08";"R. E . ";"b8d75a47ed1f0869ab9e1b6306014bcd";263;135;10;3;1;1;0;377;377;162.333333333333;377;1;1;4
"6d3779edf7f9a07a234c8475273eefa0";"U. S . ";"99e2400bd0f9ef5d2c8e5f8938c1abf8";27;27;1;1;0;0;;;;581;;1;0;1
"e2418481622e74a08a67dae19fe43e0e";"S . ";"682868d8bacbcb29cc1fee72eb127639";4;4;2;2;0;0;;;;152;;1;0;1
"9c2597bef355505a8c3b698c658a82fd";"G. O . ";"40bd8e50eb882794550e5558a64b7591";143;16;2;1;1;3;0;418;418;418;418;2;1;3
"ab8f910a16d45ae014d4cb9f9893547c";"G. L . ";"b9af57f0db20407bc1e53c7ed7e1c25e";16718;7546;214;77;21;117;538;26;565;7.67532467532468;26.4761904761905;14;8;3
"ab3fff73f32d016d3dd069ce5f52cb1d";"J. G . ";"e91389ec90361c0ddd843c824edb905c";478;262;22;8;1;2;0;173;173;63.5;173;2;1;2
"f52e868b327dc4a1d5a89362bae88640";"G . ";"920970d52c85b86a890a79f1a1cba02d";1066;859;14;10;4;26;56;93;149;20.3;37;3;3;2
"b052cdb141a804882fec79e47a794ac7";"V. L . ";"d0865b2133d55fd507639a0fd1692b9a";1452;188;9;4;3;8;4;469;474;118.25;157.666666666667;2;1;4
"86a6001da08123ec6324bf3b180ca43c";"I. G . ";"9289db62d5c34afb4f277a5215e05c83";146297;2374;31;15;5;8;363;924;1287;85.4;257;3;3;4
"437b832140188e49f7bd4c9111a96773";"E. G . ";"80a54293a2dcdb8c26952b0e9df3f8ab";18;6;1;1;0;0;;;;453;;1;0;3
"6b0ac6a0cdea036d51e11838c3135930";"G. P . ";"14ba147d6d94bad02f9512e1ff8189ac";24566;23296;56;32;13;58;123;592;715;22.1875;54.6923076923077;6;5;4
"f706d913b7cf254b2d2be0df2a80e0ff";"A. G . ";"9bd447630fc7fe13519626e687987c5d";5;4;2;1;0;0;;;;624;;2;0;5
"760c07e28d01c7999971c65779b0d3e7";"G . ";"c87ca2f6852d871a03414527ece93c4e";764;504;13;11;5;15;92;364;457;41.2727272727273;91.2;3;2;4
"c8d0b74470d1d9d06cbdb400ee87ce18";"H . ";"b9bdd0b88cbff278b6392035be1e24c4";34;18;5;4;0;0;;;;127.25;;1;0;4
"e033ce6089e4a3349a5665eb4b097e7a";"H. V . ";"0d3812ec645d7ac1d342dd9add1805c5";18840;13169;498;282;36;125;437;9;447;2;11.9722222222222;37;7;4
"0cf84888d4be4c89e7c0db14c183410d";"A . ";"a726863a89f438faab9a68a7be61ba68";2;2;1;1;0;0;;;;635;;1;0;4
"0ca568076405a067ceda3a539e9067dc";"H . ";"92c4c52be21c64d1f2a34269d2eb26e0";1467;1141;36;14;5;13;304;69;373;26.2142857142857;74.2;5;4;4
"7f22a4b0bcafdb8b7e7b540b58c06e89";"P. H . ";"2e2f47d91ddb16351e6a7a427ea03ba0";577;402;4;1;1;5;0;297;297;297;297;1;1;1
"c815c750ed70064ee9b3414e9c386537";"H . ";"2d89665cf819d12b25df2014e7f080fa";63;63;2;2;0;0;;;;373.5;;1;0;3
"4a74725c4e3d827504a3e8b5c24adfdd";"H. X . ";"46b73c74439894e2dfc2a7cb941eaeea";179983;11664;43;23;7;59;129;761;890;38.3913043478261;126.857142857143;4;2;3
"629e734151a66bda658b722ee82e9807";"I . ";"e435a08207d700581dcb20cf324c362f";7;7;19;2;0;0;;;;162.5;;1;0;1
"15ea27e833ef03457fe5cc4fffd11263";"I . ";"969cd809f8c852c9c08b8118dbd094ac";30092;3780;125;33;10;43;689;107;797;23.8787878787879;79.4;11;7;4
"4c95097d24ee9903fbe74507e233d184";"G. H . ";"ac3aaf44a56cf4fef328b05bf6e3bb47";134632;74315;397;168;40;170;1144;328;1473;8.45238095238095;36.4;2;2;3
"afee6bbf9ef9c8938344aa41d9e4a9ac";"J. S . ";"5059f25ab785c76e959f0ebbd793f8dc";120;12;9;4;0;0;;;;248;;3;0;4
"e1bebb2209ab4adc550dfa6d9ec33d24";"J. A . ";"7577ce4b67ae7f102c0d5495a8e8943a";47;47;2;2;0;0;;;;249.5;;1;0;3
"a4d981f05a6644acd1501c32a0070450";"J. C. M . ";"bd5a736b583ba48aae94f171d50b5d85";13441;2169;39;20;9;18;16;359;376;18.5;41.3333333333333;2;1;4
"c6f238964dc1cab668508f23011022a9";"J. C . ";"1114a35643807f7197e2a0344eec4d39";6629;3507;62;24;6;16;498;69;567;23.3333333333333;94.3333333333333;4;2;3
"5a35d966ec72873dca6c7bbf392b32ac";"J. P. S . ";"1617c23c0960bbf398e12f596f0845b6";2;2;4;1;0;0;;;;230;;3;0;4
"133f01649a94362a209da52483662224";"J. S . ";"19917ca05ef683b98295133d04131a92";20;16;1;1;0;0;;;;354;;1;0;2
"700aa37514636db89845be5ff123adbf";"J. D . ";"ec8943f44cd705e31d226ba0294f8cb5";8164;4016;42;29;16;28;419;55;474;16.2413793103448;29.4375;5;4;4
"0f5b5d2a62a51f7037d0038da3412676";"J . ";"5946935877d9c69a66b1624cb7b6ca0f";328;121;10;7;2;2;45;132;178;28.8571428571429;88.5;1;1;4
"240737969f70088acd343e5df01550d3";"J. P . ";"b85b2f1a077fc0f068d539425ddd2c84";1692;539;60;19;3;12;362;198;561;29.3684210526316;186.666666666667;4;2;3
"f18140ad40b2dcb5a964cfcec415c160";"J . ";"2b7b383da88461fa9640708f49e2f2d1";5371;4884;98;67;15;60;150;543;693;10.0746268656716;45.8;1;1;3
"304d3d429131ce0d606cf1ef57e0e87c";"J. J . ";"75748380918e2b4dc50ad56157404976";41;41;2;1;0;0;;;;440;;1;0;4
"3ec9e4b01c517aa3bbcae842f51a4e87";"J. M . ";"f0647148e3b5d18fd3b28c5a2593fd98";16;16;2;2;0;0;;;;172.5;;1;0;4
"1c61d409bb3769e7e0fb76a6b5d3b666";"J. C . ";"116374ea18355381f735aa6c924b90e8";8;8;1;1;0;0;;;;232;;1;0;4
"865ac87f577c7e96b7c4775fe86c306b";"J. L . ";"fa35725c71eebf049fbf97f23d925235";5795;2604;25;11;8;58;520;531;1052;95.1818181818182;131;5;4;4
"df7ee1bdc7fb12bbaaf1a1354c4722ff";"J. B . ";"23a89664fa0fd129dcf0210d5322ff16";44;29;4;3;0;0;;;;285.333333333333;;1;0;4
"7c3279d14bee38fd0f94ab9cf26fe61e";"J . ";"2cb841a2fe9caa27f3a4823d45a8f933";93;93;2;1;0;0;;;;438;;1;0;4
"7054051e306cb78a588c14ac008f4762";"J. E. S . ";"17199523838fedb18f72357e457a8e95";25990;19584;309;220;90;320;598;41;639;2.75909090909091;6.88888888888889;12;10;5
"c69fafc1ca128229ee90c04987e8eb3d";"J. E . ";"7db9e816f421feac27bc23100b88cc76";568;474;33;24;4;4;5;585;591;24.5416666666667;147.5;1;1;4
"ca3b46c6c07d7ae57d930d58953b7b61";"A. J . ";"8af47ec1231482d03fdae74f627093ee";21;21;3;1;0;0;;;;990;;2;0;4
"df3d2befd4ace8a1d9d5e7929e74ea8b";"K. C . ";"e4ba53257f31c8351aea03666fde4fcb";226;5;2;1;0;0;;;;543;;2;0;4
"4b8593f0938229e84b92a7316458ef00";"A. S . ";"298941b7505eec5e45bea403f71faefe";48202;18781;520;209;62;320;314;313;628;2.80382775119617;9.83870967741935;22;13;5
"9ddd8cfd97dd6f69448f704a13450d79";"R. S . ";"4f9da926d5a5f771ae418cd809f27d00";182;170;11;10;0;0;;;;96.8;;1;0;3
"fe112c322d16dffee6135f6f36f1aab3";"K . ";"607baa4e6ca8cf0a78076712f80c7700";65;44;7;3;0;0;;;;102.333333333333;;1;0;1
"f4f52db7d327eb5e0ab3b3ababc2accb";"M . ";"dd67a2be5895fad53ddecde648db97e2";8865;5297;63;52;28;117;872;54;926;19.3269230769231;32.6428571428571;11;8;4
"552cb32317cd9cfd2eb27283eca80e88";"K . ";"287ca565e6c662ad554c7d5c8b9ac7d2";35773;18220;546;212;28;91;737;224;962;4.24056603773585;33.8928571428571;1;1;4
"354623bd981aea124fa56df15fbb50c9";"K . ";"171538f35014ba468b6a61ae359114dc";10;10;4;1;0;0;;;;250;;1;0;2
"b3cb1eefd33bb04b2a4197dffc445da3";"K . ";"3c65089d59b418fc7582f8055fbeab0f";1890;874;159;45;1;3;0;884;884;19.3555555555556;884;4;1;3
"0c29aac34165d46b3dba5ab6aa29f71d";"G. B . ";"cca89d8a9f57e233698c04d8988a9616";336;289;17;8;3;3;104;560;664;83.75;221.333333333333;3;2;4
"0c9d3809a3d1b13757a815ae69151b6e";"A. T . ";"edb7369c4f2d291deca44adfdcfe90c7";61897;7732;97;81;27;56;654;69;723;8.58024691358025;26.4074074074074;4;3;4
"284b4414c5245cf41420f6b512a8a789";"L. L . ";"d97039b0876c5316ef7bdc049839b8ea";4;4;1;1;0;0;;;;459;;1;0;3
"6a1562319570150faa1e3ac64b8cf4af";"L. S . ";"0da592b89bdf8f49ba3eccf38fac90c7";1818;1119;37;27;13;23;322;22;344;12.6296296296296;26.3076923076923;3;3;1
"b08d6b5da7131b8aeb9d552fd4bbc4ae";"J. L . ";"691a863a3230bde119f9ed69213cdcc8";21;21;1;1;0;0;;;;321;;1;0;2
"51d2f119355589fb294be830e680f39d";"L. L . ";"6e4d69ad7033990533010502fad5fef0";30;30;1;1;0;0;;;;252;;1;0;4
"517c0bab84cbd434c8256a3fe6904fcc";"L. L . ";"148dbcbf01272c568010692d598d94a5";3;3;1;1;0;0;;;;495;;1;0;4
"67cbef8cc91a3d41b9e161f6ec9942d3";"ä . ";"d8b61f92e6115adcd104d4ff35b42ed9";104;104;1;1;0;0;;;;403;;1;0;2
"0c0ecd7e772e237d88eece5741d10675";"B. S . ";"f0afd1e59b3e0576dbafc12b3ee66bb6";279;3;9;1;0;0;;;;353;;1;0;4
"8ab760b31d49ccdf99a94913b316691c";"L. P . ";"45e3f1c547d1776c6f1a34fb71efa1c3";2;2;1;1;0;0;;;;867;;1;0;4
"8aa4025dd1929872ca60b6d256779925";"L . ";"2c513c490de605924bc5daa196326157";20;20;2;2;1;2;0;720;720;360;720;1;1;2
"677ea4277958bd3ee334809c20ae0210";"L . ";"a84dbd3d8596a64ab0fe42e3795a2b4e";14;8;2;1;0;0;;;;313;;2;0;4
"d5550520ea35f2cd349ec63024aacb39";"L . ";"ba7b6c32d1e7ae9bc2b1df0ed5b2075c";83551;42344;230;155;60;136;188;501;690;4.18709677419355;11.1166666666667;4;4;5
"8775ad0b6c28e770e1a3af7c46c190a8";"L. B . ";"c91acb7faf4cf918fcb1b912810d323d";17012;13026;451;201;30;52;253;469;723;3.4228855721393;23.8;1;1;4
"801b0679a78907df03edaa90396976fd";"L. B . ";"2f50eeab937cb990229f46eadac622ee";471813;67863;140;65;22;126;145;220;365;5.26153846153846;16.1818181818182;10;8;4
"bce59b6433f082409ddba897bdd6f3b9";"L. C . ";"b92781c3f47220a5710a8278f6907f60";30017;29562;24;22;3;22;7;835;843;38.1818181818182;280.333333333333;3;2;4
"129af137682e05111ccf0d78577030a4";"M . ";"16b0d2ac2ad8c35d5751af7f6009e2db";489;315;34;5;4;10;0;1107;1107;221.4;276.75;1;1;3
"33f5ff1a117e56f070dfd9d9653c853b";"O. M . ";"37844d0b5a33a10da3932dac74f10380";6;6;1;1;0;0;;;;661;;1;0;4
"49117ba5700802f901db8af2c2fbc8da";"J. R . ";"b3222b5f92fa9e7d4181ae828c053e1c";76;52;1;1;0;0;;;;504;;1;0;4
"d0f574821aa9e2c700e453d760752d55";"M. D . ";"c6eb5f62ee887cfd12d8efdf62f116d0";46958;46951;2;1;1;19;0;1154;1154;1154;1154;1;1;4
"e195c2828beaede901b2c886645cddfe";"M. M . ";"68b4ced53058ee78731b20ae62b86874";66;66;1;1;0;0;;;;398;;1;0;3
"449cb8289d03b1b7c637f46f8253eba1";"M. R . ";"a4948199a81ff3103b0639cd9a3526d1";153;153;5;3;1;3;0;539;539;185.666666666667;539;2;1;4
"0f4f4cdf1b672ee4c53ef12582141077";"M. Ã . ";"11a10460ca696ffda526c2052c2234b4";36;36;10;3;0;0;;;;328.666666666667;;4;0;4
"2e97b18b92b4e45eea16a0599990fdc6";"M. H . ";"f5097e59020c04173923ed5530742057";16;16;11;5;0;0;;;;131.2;;3;0;1
"7b5b500a836380f6f3a13c9779739ea0";"M. F . ";"a13b3cdba3c785ca92d7cc2abedc3ba3";4446;3342;70;48;25;56;143;6;150;21.125;5.64;7;3;4
"456c4cefafdfe6e635ac3afcc9fc5ade";"M. K . ";"77342be352072f805baa76690f97a876";429;124;1;1;0;0;;;;489;;1;0;1
"8ab78df20782844e8c8e19b13ce89e54";"V. P . ";"474e9b5418b02df6feda2f209f8ebba4";379239;15836;295;133;33;68;1242;74;1317;9.64661654135338;39.5151515151515;6;4;5
"6606e1197da9a3e912f1ccb14e574c6d";"A. M . ";"b55d099a5fd634cf327462fa1c8c2cd2";54752;3366;62;33;15;64;188;266;454;13.3636363636364;29.8666666666667;9;8;3
"77028e726f7732f5240f81f2c0c570ad";"V. M . ";"c735e81990ce93d78a069c5fbc5ab37d";62731;27641;1212;338;93;309;630;56;687;1.88757396449704;7.09677419354839;8;7;4
"d322eb54fe89774fa938942a40bb074a";"M. S . ";"2301f56eaa4556a3034b343f25c8789c";27445;240;64;11;3;8;135;222;357;32.1818181818182;119;5;3;3
"b39d92f3126faf5bb96eed8f9b082b67";"M. L . ";"13935ba271eeedcf8937e255179e2106";2;2;1;1;0;0;;;;262;;1;0;3
"ae36773d21a525211cef34e736ea6465";"M. R . ";"591dba1d433e00f53b90e04ba43c1414";37;37;1;1;1;2;0;516;516;516;516;1;1;5
"5b92a074c4b50743cc1f3ee22ad0eb04";"M . ";"932e3f9ef90863c0e124fd729078626f";4;4;1;1;0;0;;;;553;;1;0;5
"11d83c01879b9d09eede84f1042454cc";"G. M . ";"22819caf366ff820b28564c15dec201f";88695;607;26;11;3;13;1;669;671;60.7272727272727;223.333333333333;2;1;3
"7c04306d5036719650f54f7296295b21";"M. A . ";"ec35b43452d5bcda4f9aaa5cddbe2674";8;5;4;1;0;0;;;;683;;2;0;1
"379f16f52257b8024fb786a8ac46be8b";"M. T . ";"2f6c2dcd4ba8fc44f1e7f0b2ed3d587d";38731;21969;713;164;45;287;1143;84;1228;7.19512195121951;26.8888888888889;24;11;5
